source,game,model_name,prompt_mode,context_cache,thinking_mode,thinking_level,thinking_budget,frames_per_action,num_runs,total_turns,counted_turns,skipped_turns_missing_planned_actions,malformed_lines,total_actions,horizontal_actions,vertical_actions,fire_actions,noop_actions,unclassified_actions,horizontal_percent,vertical_percent,fire_percent,noop_percent,unclassified_percent
structured_history/gemini,name_this_game,google:gemini-3.1-pro-preview,structured_history,False,none,high,none,3,10,632,632,0,0,3004,2425,0,2639,33,0,80.72569906790946,0.0,87.84953395472704,1.0985352862849533,0.0
structured_history/gemini,name_this_game,google:gemini-3.1-pro-preview,structured_history,False,none,low,none,3,10,700,700,0,0,3009,2101,0,2709,62,0,69.82386174808907,0.0,90.02991026919243,2.060485211033566,0.0
structured_history/gemini,pacman,google:gemini-3-flash-preview,structured_history,False,none,high,none,3,10,654,654,0,0,3013,2478,437,0,98,0,82.24361101891802,14.50381679389313,0.0,3.252572187188848,0.0
structured_history/gemini,pacman,google:gemini-3-flash-preview,structured_history,False,none,low,none,3,10,580,580,0,0,3017,2677,309,0,31,0,88.73052701358966,10.241962214119987,0.0,1.0275107722903547,0.0
structured_history/gemini,pacman,google:gemini-3.1-pro-preview,structured_history,False,none,high,none,3,10,736,736,0,0,3013,1771,1150,0,92,0,58.778625954198475,38.16793893129771,0.0,3.053435114503817,0.0
structured_history/gemini,pacman,google:gemini-3.1-pro-preview,structured_history,False,none,low,none,3,10,733,733,0,0,3007,1913,1022,0,72,0,63.61822414366478,33.98736282008647,0.0,2.394413036248753,0.0
structured_history/gemini,phoenix,google:gemini-3-flash-preview,structured_history,False,none,high,none,3,10,812,812,0,0,3019,1343,3,1221,656,0,44.484928784365685,0.09937065253395164,40.44385558131832,21.72904935409076,0.0
structured_history/gemini,phoenix,google:gemini-3-flash-preview,structured_history,False,none,low,none,3,12,576,576,0,0,3253,1418,2,1428,828,0,43.590531816784505,0.06148170919151552,43.897940362742084,25.453427605287427,0.0
structured_history/gemini,phoenix,google:gemini-3.1-pro-preview,structured_history,False,none,high,none,3,10,725,725,0,0,3011,1394,35,847,984,0,46.296911325141146,1.1624045167718366,28.130189305878446,32.68017270009963,0.0
structured_history/gemini,phoenix,google:gemini-3.1-pro-preview,structured_history,False,none,low,none,3,10,764,764,0,0,3006,1805,22,1055,742,0,60.046573519627415,0.7318695941450433,35.09647371922821,24.683965402528276,0.0
structured_history/gemini,qbert,google:gemini-3-flash-preview,structured_history,False,none,high,none,3,12,1017,1017,0,0,3541,3094,3094,0,447,0,87.37644733126236,87.37644733126236,0.0,12.623552668737645,0.0
structured_history/gemini,qbert,google:gemini-3-flash-preview,structured_history,False,none,low,none,3,10,768,768,0,0,3018,2984,2984,0,34,0,98.87342611000663,98.87342611000663,0.0,1.126573889993373,0.0
structured_history/gemini,qbert,google:gemini-3.1-pro-preview,structured_history,False,none,high,none,3,10,604,604,0,0,3021,1309,1309,0,1712,0,43.33002317113539,43.33002317113539,0.0,56.66997682886461,0.0
structured_history/gemini,qbert,google:gemini-3.1-pro-preview,structured_history,False,none,low,none,3,10,1102,1102,0,0,3016,2180,2180,0,836,0,72.28116710875332,72.28116710875332,0.0,27.718832891246684,0.0
structured_history/gemini,riverraid,google:gemini-3-flash-preview,structured_history,False,none,high,none,3,10,778,778,0,0,3024,1386,2164,1450,150,0,45.833333333333336,71.56084656084656,47.94973544973545,4.9603174603174605,0.0
structured_history/gemini,riverraid,google:gemini-3-flash-preview,structured_history,False,none,low,none,3,11,714,714,0,0,3312,1400,2258,1404,92,0,42.270531400966185,68.17632850241546,42.391304347826086,2.7777777777777777,0.0
structured_history/gemini,riverraid,google:gemini-3.1-pro-preview,structured_history,False,none,high,none,3,10,755,755,0,0,3001,819,2660,456,193,0,27.29090303232256,88.6371209596801,15.194935021659447,6.431189603465511,0.0
structured_history/gemini,riverraid,google:gemini-3.1-pro-preview,structured_history,False,none,low,none,3,14,1013,1013,0,0,3773,1218,3425,543,94,0,32.28200371057514,90.7765703684071,14.39173071826133,2.4913861648555526,0.0
structured_history/gemini,robotank,google:gemini-3-flash-preview,structured_history,False,none,high,none,3,10,778,778,0,0,3009,1267,477,2230,378,0,42.107012296444005,15.852442671984047,74.11100033233632,12.562313060817548,0.0
structured_history/gemini,robotank,google:gemini-3-flash-preview,structured_history,False,none,low,none,3,10,707,707,0,0,3019,1184,520,2402,71,0,39.21828420006625,17.224246439218284,79.56276912885062,2.351772109970189,0.0
structured_history/gemini,robotank,google:gemini-3.1-pro-preview,structured_history,False,none,high,none,3,11,817,817,0,0,3315,1798,828,1197,429,0,54.23831070889894,24.97737556561086,36.10859728506787,12.941176470588236,0.0
structured_history/gemini,robotank,google:gemini-3.1-pro-preview,structured_history,False,none,low,none,3,10,765,765,0,0,3009,1623,647,1117,381,0,53.93818544366899,21.50216018610834,37.12196743104021,12.662013958125623,0.0
structured_history/gemini,seaquest,google:gemini-3-flash-preview,structured_history,False,none,high,none,3,10,715,715,0,0,3011,1987,2020,1343,204,0,65.99136499501827,67.087346396546,44.603121886416474,6.7751577548987045,0.0
structured_history/gemini,seaquest,google:gemini-3-flash-preview,structured_history,False,none,low,none,3,12,588,588,0,0,3276,2057,2255,1086,42,0,62.78998778998779,68.83394383394383,33.15018315018315,1.2820512820512822,0.0
structured_history/gemini,seaquest,google:gemini-3.1-pro-preview,structured_history,False,none,high,none,3,10,731,731,0,0,3010,2012,1396,646,213,0,66.84385382059801,46.37873754152824,21.461794019933556,7.076411960132891,0.0
structured_history/gemini,seaquest,google:gemini-3.1-pro-preview,structured_history,False,none,low,none,3,23,896,896,0,0,3591,2237,2023,661,270,0,62.29462545252019,56.33528265107213,18.407128933444724,7.518796992481203,0.0
structured_history/gemini,tennis,google:gemini-3-flash-preview,structured_history,False,none,high,none,3,10,694,694,0,0,3010,1351,24,471,1177,0,44.883720930232556,0.7973421926910299,15.647840531561462,39.10299003322259,0.0
structured_history/gemini,tennis,google:gemini-3-flash-preview,structured_history,False,none,low,none,3,10,619,619,0,0,3015,1297,36,766,945,0,43.018242122719734,1.1940298507462686,25.40630182421227,31.34328358208955,0.0
structured_history/gemini,tennis,google:gemini-3.1-pro-preview,structured_history,False,none,high,none,3,10,747,747,0,0,3013,1255,403,144,1537,0,41.65283770328576,13.375373382011285,4.7792897444407565,51.01228011948224,0.0
structured_history/gemini,tennis,google:gemini-3.1-pro-preview,structured_history,False,none,low,none,3,10,767,767,0,0,3013,1154,527,145,1638,0,38.3006969797544,17.490872884168603,4.812479256554929,54.364420843013605,0.0
structured_history/gemini,time_pilot,google:gemini-3-flash-preview,structured_history,False,none,high,none,3,10,566,566,0,0,3027,1007,552,1310,158,0,33.26726131483317,18.23587710604559,43.277172117608195,5.219689461513049,0.0
structured_history/gemini,time_pilot,google:gemini-3-flash-preview,structured_history,False,none,low,none,3,11,563,563,0,0,3304,1144,665,1393,102,0,34.624697336561745,20.127118644067796,42.16101694915254,3.0871670702179177,0.0
structured_history/gemini,time_pilot,google:gemini-3.1-pro-preview,structured_history,False,none,high,none,3,10,693,693,0,0,3006,873,386,1462,285,0,29.04191616766467,12.840984697272122,48.636061210911514,9.481037924151696,0.0
structured_history/gemini,time_pilot,google:gemini-3.1-pro-preview,structured_history,False,none,low,none,3,10,748,748,0,0,3013,868,435,1503,207,0,28.80849651510123,14.437437769664786,49.883836707600395,6.870229007633588,0.0
structured_history/gpt,air_raid,openai:gpt-5.4,structured_history,False,none,high,none,3,10,1344,1344,0,0,3011,2509,0,2176,188,0,83.32779807372965,0.0,72.26834938558618,6.243772832945865,0.0
structured_history/gpt,air_raid,openai:gpt-5.4,structured_history,False,none,low,none,3,10,1294,1294,0,0,3009,2219,0,1605,186,0,73.74543037554005,0.0,53.33998005982054,6.181455633100698,0.0
structured_history/gpt,air_raid,openai:gpt-5.4-mini,structured_history,False,none,high,none,3,10,1105,1105,0,0,3000,2225,0,2710,28,0,74.16666666666667,0.0,90.33333333333333,0.9333333333333333,0.0
structured_history/gpt,air_raid,openai:gpt-5.4-mini,structured_history,False,none,low,none,3,10,1056,1056,0,0,3010,2339,0,2402,137,0,77.70764119601328,0.0,79.80066445182725,4.5514950166112955,0.0
structured_history/gpt,assault,openai:gpt-5.4,structured_history,False,none,high,none,3,12,2302,2302,0,0,3314,1589,879,879,846,0,47.948098974049486,26.52383826191913,26.52383826191913,25.528062764031382,0.0
structured_history/gpt,assault,openai:gpt-5.4,structured_history,False,none,low,none,3,11,1806,1806,0,0,3107,587,1387,1387,1133,0,18.892822658513037,44.64113292565175,44.64113292565175,36.46604441583521,0.0
structured_history/gpt,assault,openai:gpt-5.4-mini,structured_history,False,none,high,none,3,10,1740,1740,0,0,3009,1081,1018,1027,910,0,35.9255566633433,33.83183781987371,34.13094051179794,30.242605516782984,0.0
structured_history/gpt,assault,openai:gpt-5.4-mini,structured_history,False,none,low,none,3,10,1456,1456,0,0,3009,104,2882,2882,23,0,3.456297773346627,95.77932868062479,95.77932868062479,0.7643735460285809,0.0
structured_history/gpt,beam_rider,openai:gpt-5.4,structured_history,False,none,high,none,3,11,2843,2843,0,0,3231,2225,0,2913,30,0,68.86412875270814,0.0,90.15784586815228,0.9285051067780873,0.0
structured_history/gpt,beam_rider,openai:gpt-5.4,structured_history,False,none,low,none,3,10,1490,1490,0,0,3000,1760,0,2430,60,0,58.666666666666664,0.0,81.0,2.0,0.0
structured_history/gpt,beam_rider,openai:gpt-5.4-mini,structured_history,False,none,high,none,3,10,1989,1989,0,0,3008,1623,0,2674,31,0,53.9561170212766,0.0,88.89627659574468,1.0305851063829787,0.0
structured_history/gpt,beam_rider,openai:gpt-5.4-mini,structured_history,False,none,low,none,3,10,1278,1278,0,0,3001,1705,0,2239,2,0,56.81439520159947,0.0,74.60846384538488,0.06664445184938354,0.0
structured_history/gpt,boxing,openai:gpt-5.4,structured_history,False,none,high,none,3,11,1425,1425,0,0,3205,2698,1396,2619,0,0,84.18096723868955,43.55694227769111,81.71606864274571,0.0,0.0
structured_history/gpt,boxing,openai:gpt-5.4,structured_history,False,none,low,none,3,10,1059,1059,0,0,3019,2179,817,2792,0,0,72.17621729049354,27.061941040079496,92.48095395826432,0.0,0.0
structured_history/gpt,boxing,openai:gpt-5.4-mini,structured_history,False,none,high,none,3,12,2302,2302,0,0,3552,1529,1970,2414,0,0,43.046171171171174,55.461711711711715,67.96171171171171,0.0,0.0
structured_history/gpt,boxing,openai:gpt-5.4-mini,structured_history,False,none,low,none,3,10,1220,1220,0,0,3019,2373,825,2630,0,0,78.60218615435575,27.3269294468367,87.11493872143093,0.0,0.0
structured_history/gpt,breakout,openai:gpt-5.4,structured_history,False,none,high,none,3,10,2006,2006,0,0,3000,2028,0,83,889,0,67.6,0.0,2.7666666666666666,29.633333333333333,0.0
structured_history/gpt,breakout,openai:gpt-5.4,structured_history,False,none,low,none,3,11,1810,1810,0,0,3141,1902,0,117,1122,0,60.55396370582617,0.0,3.7249283667621778,35.72110792741165,0.0
structured_history/gpt,breakout,openai:gpt-5.4-mini,structured_history,False,none,high,none,3,16,2490,2490,0,0,4529,3318,0,125,1086,0,73.2612055641422,0.0,2.7599911680282623,23.978803267829544,0.0
structured_history/gpt,breakout,openai:gpt-5.4-mini,structured_history,False,none,low,none,3,10,1092,1092,0,0,3000,2420,0,39,541,0,80.66666666666667,0.0,1.3,18.033333333333335,0.0
structured_history/gpt,demon_attack,openai:gpt-5.4,structured_history,False,none,high,none,3,10,1557,1557,0,0,3000,2233,0,3000,0,0,74.43333333333334,0.0,100.0,0.0,0.0
structured_history/gpt,demon_attack,openai:gpt-5.4,structured_history,False,none,low,none,3,10,1011,1011,0,0,3011,895,0,3011,0,0,29.724344071736965,0.0,100.0,0.0,0.0
structured_history/gpt,demon_attack,openai:gpt-5.4-mini,structured_history,False,none,high,none,3,11,1820,1820,0,0,3143,2266,0,3026,0,0,72.0967228762329,0.0,96.27744193445753,0.0,0.0
structured_history/gpt,demon_attack,openai:gpt-5.4-mini,structured_history,False,none,low,none,3,10,1429,1429,0,0,3000,2348,0,2605,1,0,78.26666666666667,0.0,86.83333333333333,0.03333333333333333,0.0
structured_history/gpt,fishing_derby,openai:gpt-5.4,structured_history,False,none,high,none,3,11,2181,2181,0,0,3035,2735,2354,396,0,0,90.1153212520593,77.56177924217462,13.047775947281714,0.0,0.0
structured_history/gpt,fishing_derby,openai:gpt-5.4,structured_history,False,none,low,none,3,10,1049,1049,0,0,3001,2723,2025,0,0,0,90.7364211929357,67.47750749750084,0.0,0.0,0.0
structured_history/gpt,fishing_derby,openai:gpt-5.4-mini,structured_history,False,none,high,none,3,10,1808,1808,0,0,3010,2752,1608,1664,20,0,91.42857142857143,53.42192691029901,55.28239202657807,0.6644518272425249,0.0
structured_history/gpt,fishing_derby,openai:gpt-5.4-mini,structured_history,False,none,low,none,3,10,1345,1345,0,0,3009,2763,1222,1001,1,0,91.82452642073778,40.61149883682287,33.26686606846128,0.03323363243602526,0.0
structured_history/gpt,freeway,openai:gpt-5.4,structured_history,False,none,high,none,3,12,728,728,0,0,3186,0,2904,0,282,0,0.0,91.1487758945386,0.0,8.851224105461393,0.0
structured_history/gpt,freeway,openai:gpt-5.4,structured_history,False,none,low,none,3,11,1123,1123,0,0,3071,0,2836,0,235,0,0.0,92.3477694562032,0.0,7.652230543796809,0.0
structured_history/gpt,freeway,openai:gpt-5.4-mini,structured_history,False,none,high,none,3,11,820,820,0,0,3063,0,3063,0,0,0,0.0,100.0,0.0,0.0,0.0
structured_history/gpt,freeway,openai:gpt-5.4-mini,structured_history,False,none,low,none,3,11,1089,1089,0,0,3155,0,3145,0,10,0,0.0,99.68304278922345,0.0,0.31695721077654515,0.0
structured_history/gpt,gopher,openai:gpt-5.4,structured_history,False,none,high,none,3,10,1634,1634,0,0,3000,2613,0,476,153,0,87.1,0.0,15.866666666666667,5.1,0.0
structured_history/gpt,gopher,openai:gpt-5.4,structured_history,False,none,low,none,3,10,1350,1350,0,0,3000,2270,0,1970,60,0,75.66666666666667,0.0,65.66666666666667,2.0,0.0
structured_history/gpt,gopher,openai:gpt-5.4-mini,structured_history,False,none,high,none,3,10,1053,1053,0,0,3000,2654,0,311,154,0,88.46666666666667,0.0,10.366666666666667,5.133333333333334,0.0
structured_history/gpt,gopher,openai:gpt-5.4-mini,structured_history,False,none,low,none,3,10,1140,1140,0,0,3020,2860,0,110,80,0,94.70198675496688,0.0,3.642384105960265,2.6490066225165565,0.0
structured_history/gpt,ice_hockey,openai:gpt-5.4,structured_history,False,none,high,none,3,11,1199,1199,0,0,3081,2781,2510,2625,0,0,90.26290165530672,81.46705615060046,85.19961051606622,0.0,0.0
structured_history/gpt,ice_hockey,openai:gpt-5.4,structured_history,False,none,low,none,3,10,1003,1003,0,0,3002,2417,2139,2380,0,0,80.51299133910726,71.2524983344437,79.28047968021319,0.0,0.0
structured_history/gpt,ice_hockey,openai:gpt-5.4-mini,structured_history,False,none,high,none,3,14,2330,2330,0,0,3499,3025,2470,1128,0,0,86.45327236353243,70.59159759931408,32.237782223492424,0.0,0.0
structured_history/gpt,ice_hockey,openai:gpt-5.4-mini,structured_history,False,none,low,none,3,10,1360,1360,0,0,3000,2930,1600,430,10,0,97.66666666666667,53.333333333333336,14.333333333333334,0.3333333333333333,0.0
structured_history/gpt,journey_escape,openai:gpt-5.4,structured_history,False,none,high,none,3,11,1522,1522,0,0,3106,751,2,0,2353,0,24.17900837089504,0.0643915003219575,0.0,75.756600128783,0.0
structured_history/gpt,journey_escape,openai:gpt-5.4,structured_history,False,none,low,none,3,10,1197,1197,0,0,3000,1025,207,0,1921,0,34.166666666666664,6.9,0.0,64.03333333333333,0.0
structured_history/gpt,journey_escape,openai:gpt-5.4-mini,structured_history,False,none,high,none,3,10,1033,1033,0,0,3000,1807,562,0,1067,0,60.233333333333334,18.733333333333334,0.0,35.56666666666667,0.0
structured_history/gpt,journey_escape,openai:gpt-5.4-mini,structured_history,False,none,low,none,3,10,1133,1133,0,0,3001,2648,1477,0,160,0,88.23725424858381,49.216927690769744,0.0,5.331556147950683,0.0
structured_history/gpt,laser_gates,openai:gpt-5.4,structured_history,False,none,high,none,3,10,1055,1055,0,0,3000,2832,584,140,10,0,94.4,19.466666666666665,4.666666666666667,0.3333333333333333,0.0
structured_history/gpt,laser_gates,openai:gpt-5.4,structured_history,False,none,low,none,3,10,1113,1113,0,0,3018,2864,384,218,16,0,94.89728296885355,12.723658051689862,7.223326706428098,0.5301524188204109,0.0
structured_history/gpt,laser_gates,openai:gpt-5.4-mini,structured_history,False,none,high,none,3,10,911,911,0,0,3039,2764,473,1620,0,0,90.95097071405067,15.56433037183284,53.30700888450148,0.0,0.0
structured_history/gpt,laser_gates,openai:gpt-5.4-mini,structured_history,False,none,low,none,3,10,1117,1117,0,0,3010,2965,223,743,9,0,98.50498338870432,7.408637873754153,24.6843853820598,0.29900332225913623,0.0
structured_history/gpt,name_this_game,openai:gpt-5.4,structured_history,False,none,high,none,3,13,1112,1112,0,0,3579,1861,0,2946,464,0,51.997764738753844,0.0,82.31349538977368,12.96451522771724,0.0
structured_history/gpt,name_this_game,openai:gpt-5.4,structured_history,False,none,low,none,3,10,986,986,0,0,3002,1426,0,2653,27,0,47.501665556295805,0.0,88.37441705529648,0.899400399733511,0.0
structured_history/gpt,name_this_game,openai:gpt-5.4-mini,structured_history,False,none,high,none,3,10,689,689,0,0,3000,972,0,834,1961,0,32.4,0.0,27.8,65.36666666666666,0.0
structured_history/gpt,name_this_game,openai:gpt-5.4-mini,structured_history,False,none,low,none,3,10,996,996,0,0,3000,2429,0,2269,411,0,80.96666666666667,0.0,75.63333333333334,13.7,0.0
structured_history/gpt,pacman,openai:gpt-5.4,structured_history,False,none,high,none,3,12,1347,1347,0,0,3556,2059,1497,0,0,0,57.902137232845895,42.097862767154105,0.0,0.0,0.0
structured_history/gpt,pacman,openai:gpt-5.4,structured_history,False,none,low,none,3,10,976,976,0,0,3009,1236,1773,0,0,0,41.07676969092722,58.92323030907278,0.0,0.0,0.0
structured_history/gpt,pacman,openai:gpt-5.4-mini,structured_history,False,none,high,none,3,10,1450,1450,0,0,3000,2739,261,0,0,0,91.3,8.7,0.0,0.0,0.0
structured_history/gpt,pacman,openai:gpt-5.4-mini,structured_history,False,none,low,none,3,10,1589,1589,0,0,3000,2530,470,0,0,0,84.33333333333333,15.666666666666666,0.0,0.0,0.0
structured_history/gpt,phoenix,openai:gpt-5.4,structured_history,False,none,high,none,3,20,3449,3449,0,0,5196,1917,5,1595,2101,0,36.89376443418014,0.0962278675904542,30.69668976135489,40.434949961508856,0.0
structured_history/gpt,phoenix,openai:gpt-5.4,structured_history,False,none,low,none,3,11,1446,1446,0,0,3110,930,0,1461,834,0,29.90353697749196,0.0,46.97749196141479,26.816720257234728,0.0
structured_history/gpt,phoenix,openai:gpt-5.4-mini,structured_history,False,none,high,none,3,10,1944,1944,0,0,3000,695,1,1026,1378,0,23.166666666666668,0.03333333333333333,34.2,45.93333333333333,0.0
structured_history/gpt,phoenix,openai:gpt-5.4-mini,structured_history,False,none,low,none,3,10,1331,1331,0,0,3002,1088,0,1305,639,0,36.242504996668885,0.0,43.47101932045303,21.28580946035976,0.0
structured_history/gpt,qbert,openai:gpt-5.4,structured_history,False,none,high,none,3,20,1638,1638,0,0,4023,3983,3983,0,40,0,99.0057171265225,99.0057171265225,0.0,0.9942828734775043,0.0
structured_history/gpt,qbert,openai:gpt-5.4,structured_history,False,none,low,none,3,10,1437,1437,0,0,3000,3000,3000,0,0,0,100.0,100.0,0.0,0.0,0.0
structured_history/gpt,qbert,openai:gpt-5.4-mini,structured_history,False,none,high,none,3,15,2928,2928,0,0,3714,3681,3681,0,33,0,99.11147011308562,99.11147011308562,0.0,0.8885298869143781,0.0
structured_history/gpt,qbert,openai:gpt-5.4-mini,structured_history,False,none,low,none,3,11,2256,2256,0,0,3248,3247,3247,0,1,0,99.9692118226601,99.9692118226601,0.0,0.03078817733990148,0.0
structured_history/gpt,riverraid,openai:gpt-5.4,structured_history,False,none,high,none,3,13,1487,1487,0,0,3265,1993,2665,832,16,0,61.04134762633997,81.62327718223584,25.48238897396631,0.4900459418070444,0.0
structured_history/gpt,riverraid,openai:gpt-5.4,structured_history,False,none,low,none,3,10,1079,1079,0,0,3018,1510,1900,804,33,0,50.033134526176276,62.955599734923794,26.640159045725646,1.0934393638170974,0.0
structured_history/gpt,riverraid,openai:gpt-5.4-mini,structured_history,False,none,high,none,3,12,2677,2677,0,0,3379,2241,2916,2322,9,0,66.32139686297721,86.29772121929565,68.71855578573542,0.2663509914175792,0.0
structured_history/gpt,riverraid,openai:gpt-5.4-mini,structured_history,False,none,low,none,3,11,1542,1542,0,0,3226,1672,2749,1144,0,0,51.828890266584004,85.21388716677,35.46187228766274,0.0,0.0
structured_history/gpt,robotank,openai:gpt-5.4,structured_history,False,none,high,none,3,10,1257,1257,0,0,3008,1118,1269,2980,0,0,37.16755319148936,42.1875,99.06914893617021,0.0,0.0
structured_history/gpt,robotank,openai:gpt-5.4,structured_history,False,none,low,none,3,10,1474,1474,0,0,3000,1081,613,2260,720,0,36.03333333333333,20.433333333333334,75.33333333333333,24.0,0.0
structured_history/gpt,robotank,openai:gpt-5.4-mini,structured_history,False,none,high,none,3,10,1478,1478,0,0,3000,754,2595,3000,0,0,25.133333333333333,86.5,100.0,0.0,0.0
structured_history/gpt,robotank,openai:gpt-5.4-mini,structured_history,False,none,low,none,3,10,1083,1083,0,0,3011,100,1750,2951,20,0,3.3211557622052474,58.12022583859183,98.00730654267686,0.6642311524410495,0.0
structured_history/gpt,seaquest,openai:gpt-5.4,structured_history,False,none,high,none,3,13,1383,1383,0,0,3351,2027,2802,596,0,0,60.489406147418684,83.61683079677708,17.78573560131304,0.0,0.0
structured_history/gpt,seaquest,openai:gpt-5.4,structured_history,False,none,low,none,3,10,1030,1030,0,0,3002,1926,2212,274,36,0,64.15722851432379,73.6842105263158,9.127248500999334,1.1992005329780147,0.0
structured_history/gpt,seaquest,openai:gpt-5.4-mini,structured_history,False,none,high,none,3,10,1464,1464,0,0,3008,1988,1809,342,231,0,66.09042553191489,60.139627659574465,11.36968085106383,7.679521276595745,0.0
structured_history/gpt,seaquest,openai:gpt-5.4-mini,structured_history,False,none,low,none,3,10,1195,1195,0,0,3001,2736,746,847,159,0,91.16961012995668,24.85838053982006,28.22392535821393,5.298233922025991,0.0
structured_history/gpt,tennis,openai:gpt-5.4,structured_history,False,none,high,none,3,10,1961,1961,0,0,3000,1487,334,616,848,0,49.56666666666667,11.133333333333333,20.533333333333335,28.266666666666666,0.0
structured_history/gpt,tennis,openai:gpt-5.4,structured_history,False,none,low,none,3,10,1221,1221,0,0,3000,1704,812,320,887,0,56.8,27.066666666666666,10.666666666666666,29.566666666666666,0.0
structured_history/gpt,tennis,openai:gpt-5.4-mini,structured_history,False,none,high,none,3,11,1977,1977,0,0,3154,2145,1845,246,730,0,68.00887761572606,58.49714648065948,7.7996195307545975,23.145212428662017,0.0
structured_history/gpt,tennis,openai:gpt-5.4-mini,structured_history,False,none,low,none,3,10,1382,1382,0,0,3000,1663,756,697,627,0,55.43333333333333,25.2,23.233333333333334,20.9,0.0
structured_history/gpt,time_pilot,openai:gpt-5.4,structured_history,False,none,high,none,3,11,1437,1437,0,0,3293,900,842,1551,0,0,27.33070148800486,25.569389614333435,47.099908897661706,0.0,0.0
structured_history/gpt,time_pilot,openai:gpt-5.4,structured_history,False,none,low,none,3,11,1200,1200,0,0,3232,914,918,1281,119,0,28.27970297029703,28.403465346534652,39.63490099009901,3.6819306930693068,0.0
structured_history/gpt,time_pilot,openai:gpt-5.4-mini,structured_history,False,none,high,none,3,12,1083,1083,0,0,3292,1285,404,1603,0,0,39.03402187120292,12.272174969623329,48.693803159173754,0.0,0.0
structured_history/gpt,time_pilot,openai:gpt-5.4-mini,structured_history,False,none,low,none,3,10,872,872,0,0,3001,451,1216,1333,1,0,15.028323892035989,40.519826724425194,44.41852715761413,0.03332222592469177,0.0
