source,game,model_name,prompt_mode,context_cache,thinking_mode,thinking_level,thinking_budget,frames_per_action,run_dir,total_turns,counted_turns,skipped_turns_missing_planned_actions,malformed_lines,total_actions,horizontal_actions,vertical_actions,fire_actions,noop_actions,unclassified_actions,horizontal_percent,vertical_percent,fire_percent,noop_percent,unclassified_percent
structured_history/claude,freeway,anthropic:claude-sonnet-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/freeway/anthropic-claude-sonnet-4-6/xm_freeway_anthropic-claude-sonnet-4-6_high_2,70,70,0,0,300,0,300,0,0,0,0.0,100.0,0.0,0.0,0.0
structured_history/claude,freeway,anthropic:claude-sonnet-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/freeway/anthropic-claude-sonnet-4-6/xm_freeway_anthropic-claude-sonnet-4-6_high_3,62,62,0,0,300,0,300,0,0,0,0.0,100.0,0.0,0.0,0.0
structured_history/claude,freeway,anthropic:claude-sonnet-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/freeway/anthropic-claude-sonnet-4-6/xm_freeway_anthropic-claude-sonnet-4-6_high_4,80,80,0,0,308,0,308,0,0,0,0.0,100.0,0.0,0.0,0.0
structured_history/claude,freeway,anthropic:claude-sonnet-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/freeway/anthropic-claude-sonnet-4-6/xm_freeway_anthropic-claude-sonnet-4-6_high_5,60,60,0,0,300,0,300,0,0,0,0.0,100.0,0.0,0.0,0.0
structured_history/claude,freeway,anthropic:claude-sonnet-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/freeway/anthropic-claude-sonnet-4-6/xm_freeway_anthropic-claude-sonnet-4-6_high_6,61,61,0,0,303,0,303,0,0,0,0.0,100.0,0.0,0.0,0.0
structured_history/claude,freeway,anthropic:claude-sonnet-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/freeway/anthropic-claude-sonnet-4-6/xm_freeway_anthropic-claude-sonnet-4-6_high_7,60,60,0,0,300,0,300,0,0,0,0.0,100.0,0.0,0.0,0.0
structured_history/claude,freeway,anthropic:claude-sonnet-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/freeway/anthropic-claude-sonnet-4-6/xm_freeway_anthropic-claude-sonnet-4-6_high_8,72,72,0,0,301,0,301,0,0,0,0.0,100.0,0.0,0.0,0.0
structured_history/claude,freeway,anthropic:claude-sonnet-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/freeway/anthropic-claude-sonnet-4-6/xm_freeway_anthropic-claude-sonnet-4-6_high_9,90,90,0,0,309,0,308,0,1,0,0.0,99.67637540453075,0.0,0.32362459546925565,0.0
structured_history/claude,freeway,anthropic:claude-sonnet-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/freeway/anthropic-claude-sonnet-4-6/xm_freeway_anthropic-claude-sonnet-4-6_low_0_2,60,60,0,0,300,0,300,0,0,0,0.0,100.0,0.0,0.0,0.0
structured_history/claude,freeway,anthropic:claude-sonnet-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/freeway/anthropic-claude-sonnet-4-6/xm_freeway_anthropic-claude-sonnet-4-6_low_1,59,59,0,0,300,0,300,0,0,0,0.0,100.0,0.0,0.0,0.0
structured_history/claude,freeway,anthropic:claude-sonnet-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/freeway/anthropic-claude-sonnet-4-6/xm_freeway_anthropic-claude-sonnet-4-6_low_2,59,59,0,0,300,0,300,0,0,0,0.0,100.0,0.0,0.0,0.0
structured_history/claude,freeway,anthropic:claude-sonnet-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/freeway/anthropic-claude-sonnet-4-6/xm_freeway_anthropic-claude-sonnet-4-6_low_3,60,60,0,0,300,0,300,0,0,0,0.0,100.0,0.0,0.0,0.0
structured_history/claude,freeway,anthropic:claude-sonnet-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/freeway/anthropic-claude-sonnet-4-6/xm_freeway_anthropic-claude-sonnet-4-6_low_4,59,59,0,0,300,0,300,0,0,0,0.0,100.0,0.0,0.0,0.0
structured_history/claude,freeway,anthropic:claude-sonnet-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/freeway/anthropic-claude-sonnet-4-6/xm_freeway_anthropic-claude-sonnet-4-6_low_5,59,59,0,0,300,0,300,0,0,0,0.0,100.0,0.0,0.0,0.0
structured_history/claude,freeway,anthropic:claude-sonnet-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/freeway/anthropic-claude-sonnet-4-6/xm_freeway_anthropic-claude-sonnet-4-6_low_6,60,60,0,0,300,0,300,0,0,0,0.0,100.0,0.0,0.0,0.0
structured_history/claude,freeway,anthropic:claude-sonnet-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/freeway/anthropic-claude-sonnet-4-6/xm_freeway_anthropic-claude-sonnet-4-6_low_7,59,59,0,0,300,0,300,0,0,0,0.0,100.0,0.0,0.0,0.0
structured_history/claude,freeway,anthropic:claude-sonnet-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/freeway/anthropic-claude-sonnet-4-6/xm_freeway_anthropic-claude-sonnet-4-6_low_8,60,60,0,0,300,0,300,0,0,0,0.0,100.0,0.0,0.0,0.0
structured_history/claude,freeway,anthropic:claude-sonnet-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/freeway/anthropic-claude-sonnet-4-6/xm_freeway_anthropic-claude-sonnet-4-6_low_9,60,60,0,0,300,0,300,0,0,0,0.0,100.0,0.0,0.0,0.0
structured_history/claude,gopher,anthropic:claude-opus-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/gopher/anthropic-claude-opus-4-6/xm_gopher_anthropic-claude-opus-4-6_high_0_3,62,62,0,0,302,224,0,94,0,0,74.17218543046357,0.0,31.125827814569536,0.0,0.0
structured_history/claude,gopher,anthropic:claude-opus-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/gopher/anthropic-claude-opus-4-6/xm_gopher_anthropic-claude-opus-4-6_high_1_3,63,63,0,0,302,217,0,101,0,0,71.8543046357616,0.0,33.443708609271525,0.0,0.0
structured_history/claude,gopher,anthropic:claude-opus-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/gopher/anthropic-claude-opus-4-6/xm_gopher_anthropic-claude-opus-4-6_high_2_3,62,62,0,0,301,199,0,110,2,0,66.11295681063123,0.0,36.54485049833887,0.6644518272425249,0.0
structured_history/claude,gopher,anthropic:claude-opus-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/gopher/anthropic-claude-opus-4-6/xm_gopher_anthropic-claude-opus-4-6_high_3_3,63,63,0,0,300,216,0,96,0,0,72.0,0.0,32.0,0.0,0.0
structured_history/claude,gopher,anthropic:claude-opus-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/gopher/anthropic-claude-opus-4-6/xm_gopher_anthropic-claude-opus-4-6_high_4_3,62,62,0,0,300,213,0,112,0,0,71.0,0.0,37.333333333333336,0.0,0.0
structured_history/claude,gopher,anthropic:claude-opus-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/gopher/anthropic-claude-opus-4-6/xm_gopher_anthropic-claude-opus-4-6_high_5_3,60,60,0,0,301,199,0,115,0,0,66.11295681063123,0.0,38.205980066445186,0.0,0.0
structured_history/claude,gopher,anthropic:claude-opus-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/gopher/anthropic-claude-opus-4-6/xm_gopher_anthropic-claude-opus-4-6_high_6_3,62,62,0,0,301,217,0,100,4,0,72.09302325581395,0.0,33.222591362126245,1.3289036544850499,0.0
structured_history/claude,gopher,anthropic:claude-opus-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/gopher/anthropic-claude-opus-4-6/xm_gopher_anthropic-claude-opus-4-6_high_7_3,63,63,0,0,301,208,0,109,0,0,69.1029900332226,0.0,36.21262458471761,0.0,0.0
structured_history/claude,gopher,anthropic:claude-opus-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/gopher/anthropic-claude-opus-4-6/xm_gopher_anthropic-claude-opus-4-6_high_8_3,62,62,0,0,304,190,0,118,0,0,62.5,0.0,38.81578947368421,0.0,0.0
structured_history/claude,gopher,anthropic:claude-opus-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/gopher/anthropic-claude-opus-4-6/xm_gopher_anthropic-claude-opus-4-6_high_9_3,63,63,0,0,303,206,0,108,0,0,67.98679867986799,0.0,35.64356435643565,0.0,0.0
structured_history/claude,gopher,anthropic:claude-opus-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/gopher/anthropic-claude-opus-4-6/xm_gopher_anthropic-claude-opus-4-6_low_0_2,63,63,0,0,304,179,0,126,0,0,58.88157894736842,0.0,41.44736842105263,0.0,0.0
structured_history/claude,gopher,anthropic:claude-opus-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/gopher/anthropic-claude-opus-4-6/xm_gopher_anthropic-claude-opus-4-6_low_1,66,66,0,0,302,180,0,131,0,0,59.602649006622514,0.0,43.37748344370861,0.0,0.0
structured_history/claude,gopher,anthropic:claude-opus-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/gopher/anthropic-claude-opus-4-6/xm_gopher_anthropic-claude-opus-4-6_low_2,61,61,0,0,301,187,0,127,0,0,62.12624584717608,0.0,42.19269102990033,0.0,0.0
structured_history/claude,gopher,anthropic:claude-opus-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/gopher/anthropic-claude-opus-4-6/xm_gopher_anthropic-claude-opus-4-6_low_3,66,66,0,0,303,160,0,155,0,0,52.805280528052805,0.0,51.15511551155115,0.0,0.0
structured_history/claude,gopher,anthropic:claude-opus-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/gopher/anthropic-claude-opus-4-6/xm_gopher_anthropic-claude-opus-4-6_low_4,62,62,0,0,302,179,0,136,0,0,59.271523178807946,0.0,45.033112582781456,0.0,0.0
structured_history/claude,gopher,anthropic:claude-opus-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/gopher/anthropic-claude-opus-4-6/xm_gopher_anthropic-claude-opus-4-6_low_5_3,60,60,0,0,302,169,0,136,0,0,55.96026490066225,0.0,45.033112582781456,0.0,0.0
structured_history/claude,gopher,anthropic:claude-opus-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/gopher/anthropic-claude-opus-4-6/xm_gopher_anthropic-claude-opus-4-6_low_6_3,69,69,0,0,300,164,0,138,0,0,54.666666666666664,0.0,46.0,0.0,0.0
structured_history/claude,gopher,anthropic:claude-opus-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/gopher/anthropic-claude-opus-4-6/xm_gopher_anthropic-claude-opus-4-6_low_7_2,62,62,0,0,302,178,0,131,0,0,58.94039735099338,0.0,43.37748344370861,0.0,0.0
structured_history/claude,gopher,anthropic:claude-opus-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/gopher/anthropic-claude-opus-4-6/xm_gopher_anthropic-claude-opus-4-6_low_8_2,63,63,0,0,302,184,0,122,0,0,60.9271523178808,0.0,40.397350993377486,0.0,0.0
structured_history/claude,gopher,anthropic:claude-opus-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/gopher/anthropic-claude-opus-4-6/xm_gopher_anthropic-claude-opus-4-6_low_9_2,63,63,0,0,301,185,0,130,0,0,61.461794019933556,0.0,43.18936877076412,0.0,0.0
structured_history/claude,gopher,anthropic:claude-sonnet-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/gopher/anthropic-claude-sonnet-4-6/xm_gopher_anthropic-claude-sonnet-4-6_high_0_2,107,107,0,0,300,234,0,68,0,0,78.0,0.0,22.666666666666668,0.0,0.0
structured_history/claude,gopher,anthropic:claude-sonnet-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/gopher/anthropic-claude-sonnet-4-6/xm_gopher_anthropic-claude-sonnet-4-6_high_1,106,106,0,0,300,230,0,74,0,0,76.66666666666667,0.0,24.666666666666668,0.0,0.0
structured_history/claude,gopher,anthropic:claude-sonnet-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/gopher/anthropic-claude-sonnet-4-6/xm_gopher_anthropic-claude-sonnet-4-6_high_2,107,107,0,0,301,248,0,54,0,0,82.39202657807309,0.0,17.940199335548172,0.0,0.0
structured_history/claude,gopher,anthropic:claude-sonnet-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/gopher/anthropic-claude-sonnet-4-6/xm_gopher_anthropic-claude-sonnet-4-6_high_3,107,107,0,0,302,236,0,70,0,0,78.1456953642384,0.0,23.178807947019866,0.0,0.0
structured_history/claude,gopher,anthropic:claude-sonnet-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/gopher/anthropic-claude-sonnet-4-6/xm_gopher_anthropic-claude-sonnet-4-6_high_4,104,104,0,0,301,252,0,52,0,0,83.72093023255815,0.0,17.27574750830565,0.0,0.0
structured_history/claude,gopher,anthropic:claude-sonnet-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/gopher/anthropic-claude-sonnet-4-6/xm_gopher_anthropic-claude-sonnet-4-6_high_5,108,108,0,0,300,247,0,59,0,0,82.33333333333333,0.0,19.666666666666668,0.0,0.0
structured_history/claude,gopher,anthropic:claude-sonnet-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/gopher/anthropic-claude-sonnet-4-6/xm_gopher_anthropic-claude-sonnet-4-6_high_6,107,107,0,0,302,242,0,63,2,0,80.13245033112582,0.0,20.86092715231788,0.6622516556291391,0.0
structured_history/claude,gopher,anthropic:claude-sonnet-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/gopher/anthropic-claude-sonnet-4-6/xm_gopher_anthropic-claude-sonnet-4-6_high_7,106,106,0,0,300,243,0,61,0,0,81.0,0.0,20.333333333333332,0.0,0.0
structured_history/claude,gopher,anthropic:claude-sonnet-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/gopher/anthropic-claude-sonnet-4-6/xm_gopher_anthropic-claude-sonnet-4-6_high_8,108,108,0,0,302,244,0,68,5,0,80.79470198675497,0.0,22.516556291390728,1.6556291390728477,0.0
structured_history/claude,gopher,anthropic:claude-sonnet-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/gopher/anthropic-claude-sonnet-4-6/xm_gopher_anthropic-claude-sonnet-4-6_high_9,109,109,0,0,303,245,0,59,2,0,80.85808580858085,0.0,19.471947194719473,0.6600660066006601,0.0
structured_history/claude,gopher,anthropic:claude-sonnet-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/gopher/anthropic-claude-sonnet-4-6/xm_gopher_anthropic-claude-sonnet-4-6_low_0_2,88,88,0,0,301,221,0,80,12,0,73.421926910299,0.0,26.578073089700997,3.9867109634551494,0.0
structured_history/claude,gopher,anthropic:claude-sonnet-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/gopher/anthropic-claude-sonnet-4-6/xm_gopher_anthropic-claude-sonnet-4-6_low_1,88,88,0,0,301,228,0,69,8,0,75.74750830564784,0.0,22.92358803986711,2.6578073089700998,0.0
structured_history/claude,gopher,anthropic:claude-sonnet-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/gopher/anthropic-claude-sonnet-4-6/xm_gopher_anthropic-claude-sonnet-4-6_low_2,87,87,0,0,301,232,0,66,3,0,77.07641196013289,0.0,21.92691029900332,0.9966777408637874,0.0
structured_history/claude,gopher,anthropic:claude-sonnet-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/gopher/anthropic-claude-sonnet-4-6/xm_gopher_anthropic-claude-sonnet-4-6_low_3,84,84,0,0,300,231,0,72,3,0,77.0,0.0,24.0,1.0,0.0
structured_history/claude,gopher,anthropic:claude-sonnet-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/gopher/anthropic-claude-sonnet-4-6/xm_gopher_anthropic-claude-sonnet-4-6_low_4,87,87,0,0,300,215,0,80,12,0,71.66666666666667,0.0,26.666666666666668,4.0,0.0
structured_history/claude,gopher,anthropic:claude-sonnet-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/gopher/anthropic-claude-sonnet-4-6/xm_gopher_anthropic-claude-sonnet-4-6_low_5,86,86,0,0,300,222,0,68,19,0,74.0,0.0,22.666666666666668,6.333333333333333,0.0
structured_history/claude,gopher,anthropic:claude-sonnet-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/gopher/anthropic-claude-sonnet-4-6/xm_gopher_anthropic-claude-sonnet-4-6_low_6,87,87,0,0,302,218,0,80,15,0,72.18543046357615,0.0,26.490066225165563,4.966887417218543,0.0
structured_history/claude,gopher,anthropic:claude-sonnet-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/gopher/anthropic-claude-sonnet-4-6/xm_gopher_anthropic-claude-sonnet-4-6_low_7,86,86,0,0,301,219,0,77,17,0,72.75747508305648,0.0,25.58139534883721,5.647840531561462,0.0
structured_history/claude,gopher,anthropic:claude-sonnet-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/gopher/anthropic-claude-sonnet-4-6/xm_gopher_anthropic-claude-sonnet-4-6_low_8,83,83,0,0,300,221,0,61,18,0,73.66666666666667,0.0,20.333333333333332,6.0,0.0
structured_history/claude,gopher,anthropic:claude-sonnet-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/gopher/anthropic-claude-sonnet-4-6/xm_gopher_anthropic-claude-sonnet-4-6_low_9,89,89,0,0,301,224,0,67,10,0,74.4186046511628,0.0,22.259136212624586,3.3222591362126246,0.0
structured_history/claude,ice_hockey,anthropic:claude-opus-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/ice_hockey/anthropic-claude-opus-4-6/xm_ice_hockey_anthropic-claude-opus-4-6_high_0_3,61,61,0,0,304,152,271,56,0,0,50.0,89.14473684210526,18.42105263157895,0.0,0.0
structured_history/claude,ice_hockey,anthropic:claude-opus-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/ice_hockey/anthropic-claude-opus-4-6/xm_ice_hockey_anthropic-claude-opus-4-6_high_1_3,61,61,0,0,304,152,254,47,0,0,50.0,83.55263157894737,15.460526315789474,0.0,0.0
structured_history/claude,ice_hockey,anthropic:claude-opus-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/ice_hockey/anthropic-claude-opus-4-6/xm_ice_hockey_anthropic-claude-opus-4-6_high_2_3,61,61,0,0,300,177,246,45,0,0,59.0,82.0,15.0,0.0,0.0
structured_history/claude,ice_hockey,anthropic:claude-opus-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/ice_hockey/anthropic-claude-opus-4-6/xm_ice_hockey_anthropic-claude-opus-4-6_high_3_3,61,61,0,0,303,201,232,52,0,0,66.33663366336634,76.56765676567657,17.16171617161716,0.0,0.0
structured_history/claude,ice_hockey,anthropic:claude-opus-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/ice_hockey/anthropic-claude-opus-4-6/xm_ice_hockey_anthropic-claude-opus-4-6_high_4_3,61,61,0,0,304,189,270,50,0,0,62.171052631578945,88.8157894736842,16.44736842105263,0.0,0.0
structured_history/claude,ice_hockey,anthropic:claude-opus-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/ice_hockey/anthropic-claude-opus-4-6/xm_ice_hockey_anthropic-claude-opus-4-6_high_5_3,62,62,0,0,301,164,224,53,0,0,54.48504983388705,74.4186046511628,17.60797342192691,0.0,0.0
structured_history/claude,ice_hockey,anthropic:claude-opus-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/ice_hockey/anthropic-claude-opus-4-6/xm_ice_hockey_anthropic-claude-opus-4-6_high_6,62,62,0,0,304,157,273,54,0,0,51.64473684210526,89.80263157894737,17.763157894736842,0.0,0.0
structured_history/claude,ice_hockey,anthropic:claude-opus-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/ice_hockey/anthropic-claude-opus-4-6/xm_ice_hockey_anthropic-claude-opus-4-6_high_7_3,61,61,0,0,301,163,249,52,0,0,54.15282392026578,82.72425249169436,17.27574750830565,0.0,0.0
structured_history/claude,ice_hockey,anthropic:claude-opus-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/ice_hockey/anthropic-claude-opus-4-6/xm_ice_hockey_anthropic-claude-opus-4-6_high_8_3,61,61,0,0,303,182,233,48,0,0,60.06600660066007,76.8976897689769,15.841584158415841,0.0,0.0
structured_history/claude,ice_hockey,anthropic:claude-opus-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/ice_hockey/anthropic-claude-opus-4-6/xm_ice_hockey_anthropic-claude-opus-4-6_high_9_3,62,62,0,0,302,175,244,46,0,0,57.94701986754967,80.79470198675497,15.2317880794702,0.0,0.0
structured_history/claude,ice_hockey,anthropic:claude-opus-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/ice_hockey/anthropic-claude-opus-4-6/xm_ice_hockey_anthropic-claude-opus-4-6_low_0_3,81,81,0,0,302,143,237,68,0,0,47.35099337748344,78.47682119205298,22.516556291390728,0.0,0.0
structured_history/claude,ice_hockey,anthropic:claude-opus-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/ice_hockey/anthropic-claude-opus-4-6/xm_ice_hockey_anthropic-claude-opus-4-6_low_1_2,77,77,0,0,301,114,263,49,0,0,37.87375415282392,87.37541528239203,16.27906976744186,0.0,0.0
structured_history/claude,ice_hockey,anthropic:claude-opus-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/ice_hockey/anthropic-claude-opus-4-6/xm_ice_hockey_anthropic-claude-opus-4-6_low_2_2,65,65,0,0,302,170,221,58,0,0,56.29139072847682,73.17880794701986,19.205298013245034,0.0,0.0
structured_history/claude,ice_hockey,anthropic:claude-opus-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/ice_hockey/anthropic-claude-opus-4-6/xm_ice_hockey_anthropic-claude-opus-4-6_low_3_2,73,73,0,0,302,125,276,44,0,0,41.390728476821195,91.3907284768212,14.56953642384106,0.0,0.0
structured_history/claude,ice_hockey,anthropic:claude-opus-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/ice_hockey/anthropic-claude-opus-4-6/xm_ice_hockey_anthropic-claude-opus-4-6_low_4_3,87,87,0,0,300,132,268,45,0,0,44.0,89.33333333333333,15.0,0.0,0.0
structured_history/claude,ice_hockey,anthropic:claude-opus-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/ice_hockey/anthropic-claude-opus-4-6/xm_ice_hockey_anthropic-claude-opus-4-6_low_5_3,74,74,0,0,300,119,256,49,0,0,39.666666666666664,85.33333333333333,16.333333333333332,0.0,0.0
structured_history/claude,ice_hockey,anthropic:claude-opus-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/ice_hockey/anthropic-claude-opus-4-6/xm_ice_hockey_anthropic-claude-opus-4-6_low_6_3,79,79,0,0,302,190,252,64,0,0,62.913907284768214,83.44370860927152,21.192052980132452,0.0,0.0
structured_history/claude,ice_hockey,anthropic:claude-opus-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/ice_hockey/anthropic-claude-opus-4-6/xm_ice_hockey_anthropic-claude-opus-4-6_low_7_2,82,82,0,0,303,113,279,57,0,0,37.29372937293729,92.07920792079207,18.81188118811881,0.0,0.0
structured_history/claude,ice_hockey,anthropic:claude-opus-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/ice_hockey/anthropic-claude-opus-4-6/xm_ice_hockey_anthropic-claude-opus-4-6_low_8_2,76,76,0,0,301,132,266,53,0,0,43.85382059800664,88.37209302325581,17.60797342192691,0.0,0.0
structured_history/claude,ice_hockey,anthropic:claude-opus-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/ice_hockey/anthropic-claude-opus-4-6/xm_ice_hockey_anthropic-claude-opus-4-6_low_9_2,86,86,0,0,302,113,271,77,0,0,37.41721854304636,89.73509933774834,25.496688741721854,0.0,0.0
structured_history/claude,ice_hockey,anthropic:claude-sonnet-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/ice_hockey/anthropic-claude-sonnet-4-6/xm_ice_hockey_anthropic-claude-sonnet-4-6_high_0_2,79,79,0,0,300,104,260,80,0,0,34.666666666666664,86.66666666666667,26.666666666666668,0.0,0.0
structured_history/claude,ice_hockey,anthropic:claude-sonnet-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/ice_hockey/anthropic-claude-sonnet-4-6/xm_ice_hockey_anthropic-claude-sonnet-4-6_high_1,77,77,0,0,300,117,225,95,0,0,39.0,75.0,31.666666666666668,0.0,0.0
structured_history/claude,ice_hockey,anthropic:claude-sonnet-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/ice_hockey/anthropic-claude-sonnet-4-6/xm_ice_hockey_anthropic-claude-sonnet-4-6_high_2,86,86,0,0,301,116,221,117,0,0,38.538205980066444,73.421926910299,38.87043189368771,0.0,0.0
